scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Taurus Discovery (Midcap) Fund - Regular Plan - Growth,9.245,2.735,3.67,6.181,-1.62,-0.38,4.324,1.012,-1.312,6.522,-0.384,4.287,-0.043,-1.436,-1.589,4.834,-4.348,-1.187,4.6,2.939,-10.819,-1.903,1.479,2.363,-3.917,-1.262,7.643,-2.808,1.532,-1.998,-10.007,1.458,6.502,5.299,0.765,0.926,3.6,0.177,-23.175,15.155,3.401,4.996,5.117,5.607,2.89,-1.498,11.019,4.925,0.182,10.187,1.533,1.169,4.725,4.832,3.752,-1.359,4.259,1.739,-4.254,0.388,0.095,-7.568,8.009,1.145,-7.588,-5.05
Taurus Discovery (Midcap) Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,9.245,2.745,3.647,6.154,-1.594,-0.398,4.316,1.028,-1.338,6.535,-0.38,4.3,-0.049,-1.44,-1.585,4.825,-4.349,-1.181,4.572,2.931,-10.804,-1.894,1.469,2.355,-3.923,-1.279,7.665,-2.817,1.533,-2.009,-9.989,1.431,6.505,5.286,0.78,0.935,3.601,0.174,-23.171,15.145,3.407,4.985,5.123,5.605,2.882,-1.471,11.029,4.924,0.163,10.185,1.553,1.165,4.709,4.839,3.751,-1.369,4.257,1.739,-4.252,0.388,0.107,-7.573,8.011,1.147,-7.587,-5.057
Taurus Banking & Financial Services Fund - Direct Plan - Growth,11.17,2.924,4.442,3.923,3.671,0.091,6.287,-1.404,-2.287,4.579,-1.558,1.24,4.943,-7.005,-1.342,6.435,1.185,-1.252,4.93,2.193,-9.426,0.771,4.845,2.392,-1.663,-0.684,11.512,-1.054,6.465,0.483,-8.062,-1.381,10.101,3.972,4.462,2.466,-5.098,-1.034,-32.655,14.552,1.225,8.892,-0.128,9.357,-5.038,6.105,17.864,5.313,3.683,5.075,-3.324,-2.38,7.294,-2.2,0.865,6.036,1.638,6.473,-7.146,-2.94,3.064,-5.424,4.722,-1.971,-2.233,-6.12
Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,11.197,2.946,4.422,3.51,3.667,0.092,6.316,-1.421,-2.271,4.635,-1.576,1.255,4.915,-6.965,-1.401,6.423,1.199,-1.266,4.948,2.139,-9.423,0.78,4.86,2.421,-1.683,-0.733,11.535,-1.067,6.472,0.454,-8.061,-1.361,10.11,3.95,4.451,2.465,-5.099,-1.014,-32.624,14.577,1.288,8.851,-0.13,9.376,-5.055,6.09,17.878,5.308,3.663,5.044,-3.306,-2.349,7.287,-2.169,0.846,6.02,1.657,6.467,-7.154,-2.947,3.072,-5.408,4.748,-1.993,-2.232,-6.106
Taurus Banking & Financial Services Fund - Regular Plan - Growth,11.07,2.935,4.357,3.478,3.549,0.048,6.265,-1.519,-2.313,4.537,-1.639,1.171,4.851,-7.046,-1.416,6.382,1.123,-1.324,4.87,2.073,-9.498,0.727,4.781,2.326,-1.768,-0.728,11.437,-1.084,6.417,0.441,-8.126,-1.474,10.05,3.833,4.415,2.364,-5.161,-1.074,-32.666,14.548,1.266,8.85,-0.184,9.258,-5.118,6.029,17.798,5.2,3.607,4.965,-3.409,-2.385,7.239,-2.26,0.781,5.957,1.573,6.424,-7.222,-2.992,3.011,-5.477,4.649,-2.03,-2.285,-6.185
Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,11.065,2.908,4.33,3.431,3.581,Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,6.26,-1.498,-2.331,4.555,-1.634,1.158,4.826,-7.024,-1.48,6.366,1.11,-1.337,4.861,2.086,-9.471,0.711,4.74,2.311,-1.741,-0.718,11.433,-1.126,6.473,0.452,-8.142,-1.47,10.032,3.866,4.369,2.41,-5.199,-1.081,-32.614,14.562,1.244,8.883,-0.154,9.239,-5.094,6.025,17.808,5.222,3.619,4.933,-3.397,-2.38,7.208,-2.218,0.768,5.931,1.595,6.408,-7.197,-3.018,3.005,-5.453,4.678,-2.037,-2.284,-6.188
Taurus Ethical Fund -  Regular Plan - Bonus Option,2.959,2.574,2.485,1.633,1.323,-1.192,2.871,-0.357,0.202,5.678,0.843,5.433,-0.337,-1.332,-2.842,5.933,-3.706,0.262,5.697,4.726,-6.532,-4.419,1.792,0.02,0.499,-1.886,4.412,-0.136,0.215,-1.214,-6.632,2.987,5.6,3.802,-2.047,0.733,3.33,-1.204,-18.887,14.782,4.049,2.808,7.727,2.129,4.575,0.372,6.911,6.085,0.432,2.67,3.02,0.224,4.95,5.193,2.456,2.106,2.54,0.5,-2.349,1.979,-2.473,-5.32,6.956,-1.27,-3.903,-5.32
Taurus Ethical Fund - Direct Plan - Growth,3.047,2.618,2.574,1.696,1.371,-1.108,2.931,-0.28,0.26,5.736,0.894,5.518,-0.286,-1.263,-2.791,5.996,-3.653,0.329,5.775,4.786,-6.484,-4.38,1.852,0.095,0.61,-1.763,4.535,Taurus Ethical Fund - Direct Plan - Growth,0.335,-1.08,-6.568,3.03,5.638,3.86,-2.009,0.766,3.385,-1.173,-18.774,14.979,4.207,3.018,7.819,2.199,4.634,0.443,6.973,6.164,0.459,2.675,3.091,0.301,5.045,5.285,2.533,2.197,2.627,0.594,-2.265,2.076,-2.397,-5.241,7.014,-1.185,-3.814,-5.241
Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,3.052,2.6,2.57,1.673,1.373,-1.123,2.945,-0.289,0.258,5.73,0.908,5.491,-0.284,-1.255,-2.802,6.016,-3.639,0.317,5.766,4.801,-6.469,-4.361,1.859,0.085,0.625,-1.78,4.544,Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,0.332,-1.091,-6.562,3.039,5.64,3.853,-1.987,0.761,3.399,-1.174,-18.74,14.984,4.217,3.006,7.829,2.192,4.635,0.448,6.973,6.166,0.456,2.684,3.077,0.312,5.043,5.298,2.533,2.211,2.625,0.595,-2.271,2.078,-2.392,-5.243,7.018,-1.198,-3.821,-5.24
Taurus Ethical Fund - Regular Plan - Growth,2.959,2.574,2.51,1.656,1.3,-1.169,2.87,-0.357,0.202,5.677,0.843,5.431,-0.357,-1.312,-2.841,5.932,-3.725,0.262,5.717,4.706,-6.531,-4.418,1.792,0.02,0.499,-1.886,4.411,-0.136,0.215,-1.214,-6.65,3.008,5.599,3.801,-2.028,0.732,3.33,-1.185,-18.903,14.805,4.048,2.808,7.725,2.128,4.574,0.388,6.91,6.1,0.417,2.67,3.034,0.21,4.963,5.192,2.455,2.118,2.539,0.5,-2.348,1.978,-2.484,-5.307,6.968,-1.27,-3.902,-5.319
Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,2.971,2.553,2.525,1.646,1.306,-1.153,2.855,-0.364,0.232,5.667,0.842,5.411,-0.323,-1.324,-2.863,5.944,-3.732,0.268,5.701,4.719,-6.543,-4.437,1.809,0.03,0.502,-1.881,4.403,-0.143,0.202,-1.226,-6.64,2.999,5.576,3.81,-2.029,0.713,3.343,-1.206,-18.832,14.77,4.044,2.819,7.734,2.108,4.573,0.4,6.923,6.078,0.441,2.655,3.035,0.207,4.957,5.213,2.44,2.125,2.522,0.516,-2.361,1.998,-2.478,-5.31,6.958,-1.27,-3.896,-5.325
Taurus Ethical Fund-Direct Plan-Bonus Option #,3.046,2.587,2.594,1.677,1.371,-1.082,2.911,-0.263,0.264,5.697,0.929,5.463,-0.291,-1.226,-2.778,5.974,-3.638,0.354,5.751,4.772,-6.592,-4.326,1.844,0.117,0.582,-1.736,4.535,Taurus Ethical Fund-Direct Plan-Bonus Option #,0.341,-1.061,-6.606,3.083,5.658,3.833,-1.954,0.78,3.37,-1.176,-18.709,14.943,4.259,2.992,7.821,2.167,4.646,0.434,6.998,6.134,0.467,2.707,3.089,0.28,5.026,5.275,2.541,2.212,2.604,0.593,-2.261,2.078,-2.417,-5.221,7.029,-1.194,-3.812,-5.261
Taurus Infrastructure Fund - Direct Plan - Growth ,9.576,2.436,2.238,5.154,-0.814,-1.857,5.587,1.736,-0.975,8.126,-1.133,5.5,1.919,-3.304,-3.6,4.842,-3.866,-2.555,6.862,2.189,-9.379,-2.991,2.11,1.431,-4.702,-0.082,8.025,-1.943,2.88,-2.292,-9.727,-0.341,8.188,3.14,-0.195,0.783,1.554,-2.907,-23.478,15.133,3.946,4.824,2.812,4.36,-0.875,-0.12,11.891,6.166,1.298,11.298,3.394,1.7,3.275,3.916,4.804,-0.276,1.612,1.091,-2.649,1.89,1.447,-5.1,7.094,-0.404,-7.457,-5.036
Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,9.551,2.462,2.252,5.146,-0.828,-1.855,5.626,1.731,-1.003,8.11,-1.095,5.453,1.944,-3.28,-3.667,4.795,-3.879,-2.542,6.865,2.193,-9.383,-2.959,2.091,1.408,-4.712,-0.088,7.998,-1.923,2.842,-2.299,-9.703,-0.366,8.185,3.156,-0.21,0.757,1.544,-2.917,-23.494,15.131,3.886,4.844,2.836,4.371,-0.855,-0.129,11.852,6.194,1.321,11.26,3.417,1.699,3.272,3.909,4.816,-0.27,1.596,1.092,-2.634,1.866,1.448,-5.113,7.098,-0.408,-7.467,-5.019
Taurus Infrastructure Fund - Regular Plan - Growth,9.557,2.366,2.167,5.091,-0.841,-1.965,5.603,1.669,-1.052,8.083,-1.175,5.428,1.879,-3.357,-3.664,4.799,-3.908,-2.581,6.862,2.128,-9.405,-3.037,2.074,1.369,-4.746,-0.043,7.993,-1.91,2.886,-2.315,-9.759,-0.401,8.151,3.074,-0.245,0.697,1.507,-2.928,-23.497,15.112,3.945,4.78,2.818,4.316,-0.919,-0.127,11.812,6.14,1.258,11.249,3.381,1.666,3.27,3.864,4.783,-0.318,1.568,1.047,-2.667,1.836,1.373,-5.11,7.068,-0.427,-7.506,-5.055
Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,9.529,2.411,2.149,5.065,-0.847,-1.947,5.572,1.683,-1.029,8.101,-1.166,5.392,1.799,-3.377,-3.657,4.776,-3.92,-2.581,6.828,2.144,-9.418,-3.014,2.027,1.369,-4.747,-0.091,8.009,-1.907,2.856,-2.297,-9.748,-0.426,8.095,3.094,-0.261,0.698,1.517,-2.946,-23.501,15.099,3.888,4.84,2.761,4.364,-0.934,-0.135,11.853,6.131,1.262,11.258,3.362,1.643,3.226,3.899,4.765,-0.282,1.556,1.058,-2.674,1.813,1.379,-5.114,7.067,-0.428,-7.481,-5.061
Taurus Taxshield - Direct Plan - Growth,8.422,1.746,3.272,3.736,2.486,-0.689,4.563,0.178,-2.308,6.097,-0.879,3.15,3.991,-2.962,-1.539,4.723,-2.576,-0.29,6.474,2.837,-6.446,-5.205,3.792,0.025,0.532,-1.537,7.04,-0.789,1.317,-1.321,-8.21,0.872,5.722,4.181,1.194,1.041,-1.979,-1.422,-24.452,16.288,3.674,5.273,7.116,2.822,1.85,1.211,8.618,6.053,1.101,3.085,0.274,-0.351,6.279,2.284,1.623,3.462,2.177,1.774,-4.709,1.06,1.461,-5.794,6.774,-0.627,-3.825,-3.752
Taurus Taxshield - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,8.407,1.771,3.271,3.736,2.49,-0.685,4.562,0.178,-2.311,6.101,-0.882,3.159,3.981,-2.972,-1.518,4.708,-2.582,-0.301,6.472,2.845,-6.461,-5.2,3.8,0.027,0.522,-1.531,7.054,-0.804,1.311,-1.305,-8.219,0.876,5.708,4.185,1.192,1.053,-1.982,-1.426,-24.451,16.27,3.671,5.266,7.102,2.832,1.836,1.236,8.637,6.051,1.106,3.062,0.276,-0.339,6.283,2.289,1.615,3.461,2.169,1.781,-4.72,1.076,1.449,-5.786,6.766,-0.627,-3.824,-3.75
Taurus Taxshield - Regular Plan - Growth,8.376,1.717,3.228,3.698,2.461,-0.727,4.539,0.141,-2.33,6.048,-0.923,3.098,3.935,-3.019,-1.57,4.662,-2.624,-0.34,6.411,2.789,-6.488,-5.262,3.758,-0.026,0.475,-1.604,6.973,-0.849,1.263,-1.381,-8.266,0.832,5.691,4.133,1.152,0.993,-2.015,-1.467,-24.539,16.158,3.563,5.16,7.032,2.769,1.814,1.167,8.577,6.002,1.068,3.052,0.217,-0.413,6.222,2.219,1.561,3.398,2.116,1.711,-4.768,0.992,1.397,-5.844,6.729,-0.669,-3.871,-3.804
Taurus Taxshield - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,8.376,1.725,3.216,3.692,2.465,-0.728,4.512,0.151,-2.321,6.056,-0.928,3.101,3.944,-3.03,-1.577,4.665,-2.637,-0.335,6.421,2.805,-6.483,-5.269,3.747,-0.028,0.479,-1.599,6.958,-0.853,1.24,-1.395,-8.249,0.815,5.676,4.119,1.176,1.007,-2.019,-1.472,-24.529,16.142,3.542,5.179,7.043,2.774,1.799,1.178,8.585,5.979,1.082,3.052,0.221,-0.419,6.222,2.223,1.565,3.398,2.114,1.713,-4.774,0.991,1.386,-5.844,6.74,-0.677,-3.883,-3.803
