scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,0.139,-0.334,0.388,1.153,1.081,0.401,0.801,-0.44,-0.276,1.894,0.483,2.085,0.449,-1.56,1.786,0.772,0.096,0.836,1.111,-3.194,0.044,2.027,1.845,1.075,0.155,-1.599,1.316,0.734,0.345,-0.532,-0.233,-2.701,0.533,0.379,0.039,0.726,0.693,-1.887,0.099,0.37,0.185,-0.046,0.537,-1.781,-0.089,-0.569,0.31
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,0.139,-0.334,0.388,1.153,0.096,0.402,0.801,0.515,-0.275,1.894,-0.465,2.086,0.449,-1.578,1.786,0.772,-0.822,0.835,1.111,-0.087,0.044,2.026,0.956,1.075,0.155,-0.725,1.316,0.734,-0.512,-0.533,-0.233,-1.819,0.533,0.38,-0.616,0.727,0.693,-1.226,0.099,0.37,-0.471,-0.046,0.536,0.417,-0.088,-0.569,0.31
UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,UTI Equity Savings Fund - Direct Plan - Growth Option,-1.066,-0.44,1.096,0.603,-0.668,0.688,2.272,0.068,0.879,0.102,-1.673,0.245,0.828,2.039,0.594,0.338,-0.012,-1.241,-8.377,6.237,2.318,2.278,2.664,2.466,-0.938,1.109,5.558,2.734,2.061,2.173,0.456,0.339,3.031,0.566,0.783,2.013,1.792,1.19,-1.126,0.332,1.171,-1.847,2.702,-1.094,-0.548,-1.224
UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,UTI Equity Savings Fund - Direct Plan - IDCW,-1.066,-0.44,1.096,0.603,-0.668,0.688,2.272,0.068,0.879,0.102,-1.674,0.245,0.828,2.039,0.594,0.338,-0.012,-1.241,-8.377,6.234,2.318,2.278,2.665,2.465,-0.937,1.109,5.559,2.734,2.06,2.174,0.455,0.34,3.031,0.567,0.783,2.014,1.791,1.191,-1.126,0.332,1.17,-1.847,2.702,-1.095,-0.548,-1.225
UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,UTI Equity Savings Fund - Direct Plan - Monthly IDCW,-1.066,-0.44,1.097,0.604,-0.667,0.688,2.272,0.069,0.88,0.103,-1.673,0.245,0.829,2.039,0.594,0.338,-0.012,-1.24,-8.377,6.233,2.318,2.279,2.665,2.466,-0.938,1.11,5.559,2.734,2.061,2.174,0.456,0.34,3.032,0.568,0.783,2.012,1.791,1.19,-1.126,0.332,1.17,-1.847,2.702,-1.094,-0.548,-1.225
UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,-1.066,-0.44,1.096,0.603,-0.668,0.687,2.272,0.069,0.879,0.102,-1.673,0.245,0.828,2.039,0.594,0.338,-0.012,-1.241,-8.377,6.235,2.318,2.278,2.664,2.466,-0.938,1.109,5.559,2.733,2.061,2.173,0.456,0.339,3.032,0.567,0.783,2.013,1.792,1.191,-1.126,0.332,1.171,-1.848,2.702,-1.095,-0.548,-1.225
UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Equity Savings Fund - Regular Plan - Growth Option,-1.17,-0.559,0.984,0.492,-0.787,0.58,2.152,-0.02,0.791,0.018,-1.746,0.195,0.776,1.98,0.54,0.28,-0.071,-1.29,-8.431,6.157,2.263,2.22,2.593,2.398,-1.009,1.04,5.488,2.66,1.988,2.107,0.384,0.274,2.964,0.498,0.718,1.942,1.725,1.12,-1.194,0.263,1.104,-1.908,2.632,-1.158,-0.616,-1.292
UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,UTI Equity Savings Fund - Regular Plan - IDCW,-1.17,-0.559,0.984,0.492,-0.786,0.579,2.153,-0.021,0.79,0.019,-1.747,0.196,0.777,1.979,0.54,0.28,-0.071,-1.29,-8.431,6.157,2.263,2.22,2.593,2.397,-1.009,1.04,5.488,2.66,1.988,2.108,0.384,0.274,2.964,0.498,0.718,1.942,1.725,1.12,-1.194,0.263,1.104,-1.908,2.632,-1.158,-0.616,-1.292
UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,UTI Equity Savings Fund - Regular Plan - Monthly IDCW,-1.171,-0.558,0.984,0.493,-0.787,0.579,2.153,-0.021,0.79,0.018,-1.747,0.196,0.777,1.979,0.54,0.28,-0.071,-1.29,-8.431,6.157,2.263,2.22,2.593,2.397,-1.009,1.04,5.488,2.66,1.987,2.108,0.384,0.273,2.964,0.498,0.718,1.942,1.725,1.12,-1.193,0.263,1.104,-1.908,2.632,-1.157,-0.616,-1.291
UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,-1.17,-0.559,0.984,0.492,-0.787,0.58,2.152,-0.02,0.791,0.018,-1.746,0.195,0.776,1.98,0.54,0.28,-0.071,-1.29,-8.431,6.157,2.263,2.22,2.593,2.397,-1.009,1.041,5.488,2.66,1.987,2.108,0.384,0.273,2.963,0.499,0.717,1.943,1.724,1.12,-1.193,0.263,1.104,-1.908,2.632,-1.157,-0.616,-1.291
UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,UTI - Floater Fund - Direct Plan - Growth Option,0.016,0.541,0.497,0.574,0.579,1.6,0.363,0.79,0.351,1.541,0.739,0.396,0.834,0.519,0.256,0.519,0.614,0.58,0.821,1.245,1.301,0.681,0.268,0.347,0.663,0.471,0.363,-0.031,0.178,0.55,0.395,0.274,0.366,0.482,0.645,0.281,0.136,0.22,0.117,0.305,0.084,0.437,0.14,0.028,0.287
UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,UTI - Floater Fund - Regular Plan  - Growth Option,0.013,0.456,0.413,0.484,0.498,1.517,0.281,0.705,0.269,1.456,0.665,0.325,0.754,0.447,0.179,0.44,0.548,0.503,0.75,1.17,1.221,0.604,0.194,0.27,0.592,0.398,0.286,-0.106,0.11,0.477,0.335,0.204,0.295,0.415,0.577,0.24,0.094,0.179,0.076,0.265,0.047,0.398,0.105,-0.013,0.246
UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,UTI Floater Fund - Direct Plan - Annual IDCW,0.016,0.541,0.497,0.574,0.579,1.6,0.363,0.79,0.351,1.541,0.739,0.396,0.834,0.519,0.256,0.519,0.614,-2.994,0.821,1.245,1.301,0.681,0.268,0.347,0.663,0.471,0.363,-0.031,0.178,-2.905,0.395,0.274,0.366,0.483,0.645,0.281,0.136,0.22,0.117,0.305,0.084,-1.279,0.14,0.028,0.287
UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,UTI Floater Fund - Direct Plan - Flexi IDCW,0.016,0.541,0.497,0.574,0.579,1.6,0.363,0.79,0.351,1.541,0.739,0.396,0.834,0.519,0.256,0.519,0.614,-0.313,0.821,1.245,1.301,0.681,0.268,0.347,0.663,0.471,0.363,-0.031,0.178,-2.812,0.395,0.274,0.366,0.483,0.645,0.281,0.136,0.22,0.117,0.305,0.084,-1.232,0.14,0.028,0.287
UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,UTI Floater Fund - Direct Plan - Half-Yearly IDCW,0.016,0.541,0.497,0.574,0.579,1.6,0.362,0.79,0.35,1.541,0.739,-0.528,0.834,0.519,0.256,0.519,0.614,-1.224,0.821,1.245,1.301,0.681,0.268,-1.4,0.663,0.471,0.363,-0.031,0.178,-1.193,0.395,0.274,0.366,0.483,0.645,-1.009,0.136,0.22,0.117,0.305,0.084,-1.287,0.14,0.028,0.287
UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,UTI Floater Fund - Direct Plan - Quarterly IDCW,0.016,0.541,0.497,0.574,0.579,1.6,0.363,0.79,0.351,1.541,0.739,0.396,0.834,0.519,0.256,0.519,0.614,0.58,0.821,1.245,0.431,0.681,0.268,-0.511,0.663,0.471,-0.488,-0.031,0.178,-1.159,0.395,0.274,-0.062,0.483,0.645,-0.566,0.136,0.22,-0.307,0.305,0.084,0.437,0.14,0.028,0.077
UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,UTI Floater Fund - Regular Plan - Annual IDCW,0.013,0.456,0.413,0.484,0.498,1.518,0.281,0.705,0.269,1.456,0.665,0.325,0.754,0.447,0.179,0.44,0.548,0.503,0.75,1.17,1.221,0.604,0.194,0.27,0.592,0.398,0.286,-0.106,0.11,-2.93,0.335,0.204,0.295,0.415,0.577,0.24,0.094,0.179,0.076,0.265,0.047,-1.307,0.105,-0.013,0.246
